age,income,tenure,education,marital_status,segment,credit_limit,balance,utilization,transactions_3m,avg_spend,digital_usage,web_visits_30d,preferred_channel,last_contact_days,last_contact_channel,prev_response,offers_received_6m,delinq_12m,complaints_12m,risk_segment,city,campaign_type,target
52,27276.96,10,Tecnico,Casado,Preferente,20977.33,9283.82,0.443,60,494.77,0.923,9.0,Call,237,App,0,1,0,0,Medio,Lima,Millas,0
36,,20,Tecnico,Soltero,Preferente,7190.62,1693.76,0.236,37,244.96,0.827,0.0,Call,316,App,0,2,0,0,Medio,Lima,Cashback,0
67,14246.33,24,Universitario,Casado,Masivo,19795.24,18109.84,0.915,28,248.86,0.438,18.0,App,32,App,0,1,0,0,Bajo,Lima,Cashback,1
35,16209.62,3,Tecnico,Soltero,Masivo,17049.48,13670.38,0.802,39,515.21,0.773,1.0,App,60,App,0,0,2,2,Bajo,Lima,Cashback,0
36,18391.49,6,Tecnico,Casado,Preferente,19116.54,6586.46,0.345,66,119.37,0.149,3.0,Call,2,Email,0,3,0,0,Bajo,Lima,Cashback,0
65,15186.67,19,Universitario,Casado,Masivo,27581.83,15239.55,0.553,51,247.77,0.909,5.0,Web,78,App,0,1,0,0,Medio,Lima,Cashback,0
68,17436.39,5,Secundaria,Casado,Masivo,18188.75,10489.46,0.577,7,301.13,0.513,8.0,Call,108,SMS,0,1,0,0,Bajo,Trujillo,Cashback,0
39,17504.03,12,Universitario,Casado,Masivo,15882.28,13331.53,0.839,0,64.84,0.794,5.0,Web,139,Email,0,2,0,0,Medio,Lima,Cashback,1
60,14421.63,23,Tecnico,Casado,Masivo,4518.51,2452.69,0.543,23,110.56,0.528,0.0,Sucursal,226,Call,0,2,0,0,Bajo,Lima,Millas,0
70,12251.49,24,Secundaria,Casado,Preferente,16472.0,7022.32,0.426,39,181.48,0.613,8.0,Web,298,SMS,0,1,2,0,Medio,Trujillo,Millas,0
64,30968.84,23,Secundaria,Casado,Preferente,11640.38,6782.21,0.583,9,298.98,0.389,5.0,Web,74,App,0,2,0,2,Medio,Lima,Cero Interés,0
21,8000.0,4,Universitario,Casado,Preferente,14138.1,13079.3,0.925,36,191.84,0.166,4.0,Sucursal,119,App,0,2,0,0,Bajo,Lima,Cashback,0
56,16271.04,4,Tecnico,Casado,Masivo,11685.97,1134.1,0.097,9,239.54,0.52,,App,225,Call,0,2,0,0,Bajo,Lima,Cashback,0
30,14264.8,5,Universitario,Casado,Premium,18440.59,11662.22,0.632,40,343.79,0.986,5.0,Call,85,App,1,2,0,0,Bajo,Lima,Cashback,1
66,22234.4,19,Secundaria,Casado,Preferente,8065.67,1001.15,0.124,43,322.17,0.03,6.0,App,45,SMS,1,3,0,0,Bajo,Lima,Cashback,1
24,8715.46,5,Universitario,Soltero,Masivo,16484.36,4723.12,0.287,70,10.0,0.351,8.0,App,363,SMS,0,0,2,0,Bajo,Trujillo,Cashback,0
74,14046.2,11,Secundaria,Soltero,Preferente,7708.98,5212.82,0.676,37,271.86,0.097,10.0,Web,201,Email,0,2,0,0,Bajo,Lima,Millas,1
30,,20,Secundaria,Casado,Preferente,2408.84,1659.94,0.689,33,315.82,0.688,9.0,Call,320,Email,0,4,0,0,Bajo,Cusco,Cero Interés,0
43,30792.82,12,Universitario,Divorciado,Masivo,12607.86,10089.9,0.8,64,240.2,0.328,0.0,Web,329,SMS,1,2,0,0,Medio,Cusco,Cashback,0
33,21292.12,23,Secundaria,Soltero,Masivo,18247.25,9790.19,0.537,51,313.06,0.982,6.0,App,4,Email,0,2,0,0,Medio,Lima,Millas,1
64,9979.18,12,Tecnico,Divorciado,Masivo,9561.03,7379.07,0.772,40,342.34,0.171,6.0,Web,167,SMS,0,1,0,0,Medio,Arequipa,Cashback,0
42,14132.91,10,Universitario,Soltero,Masivo,15956.13,8023.83,0.503,34,288.95,0.466,1.0,Web,189,Email,0,1,0,0,Bajo,Chiclayo,Cashback,0
61,28085.98,24,Universitario,Divorciado,Masivo,12459.14,2883.58,0.231,70,238.46,0.986,1.0,Call,147,Email,0,2,0,0,Bajo,Lima,Cashback,0
24,9893.3,14,Universitario,Divorciado,Masivo,7752.05,3495.32,0.451,26,280.19,0.198,13.0,Web,196,App,1,2,0,0,Medio,Arequipa,Millas,0
45,17338.38,5,Secundaria,Casado,Masivo,18901.07,3880.96,0.205,13,10.0,0.116,8.0,Web,141,SMS,0,0,0,0,Alto,Lima,Upgrade,0
70,17951.69,16,Secundaria,Divorciado,Preferente,10440.72,5651.52,0.541,36,419.32,0.656,5.0,Sucursal,172,Email,0,1,0,2,Medio,Cusco,Upgrade,0
71,14870.11,19,Tecnico,Casado,Preferente,17622.36,9066.56,0.514,34,408.77,0.077,,Call,339,Email,0,3,0,0,Bajo,Arequipa,Upgrade,0
32,69416.22,21,Secundaria,Soltero,Masivo,4778.69,1362.47,0.285,61,400.25,0.402,14.0,Call,118,Email,0,1,0,0,Bajo,Lima,Cashback,1
42,,1,Tecnico,Casado,Masivo,15957.67,7781.13,0.488,42,265.38,0.285,10.0,App,118,App,0,3,0,1,Medio,Cusco,Cero Interés,0
43,22581.42,3,Tecnico,Soltero,Preferente,19367.02,11490.26,0.593,56,318.59,0.488,14.0,Web,259,SMS,0,4,0,0,Bajo,Cusco,Cero Interés,0
51,12293.79,16,Tecnico,Soltero,Masivo,17462.41,7705.79,0.441,0,266.82,0.092,9.0,App,169,App,0,3,0,0,Medio,Lima,Millas,1
50,23479.29,18,Universitario,Soltero,Preferente,21247.79,5338.04,0.251,33,288.71,0.886,11.0,Web,138,Email,0,3,0,0,Medio,Trujillo,Upgrade,1
26,27872.44,16,Secundaria,Casado,Masivo,19518.46,17731.29,0.908,66,414.16,0.079,6.0,App,119,App,0,2,1,0,Medio,Chiclayo,Cashback,1
62,13440.37,10,Tecnico,Casado,Preferente,17094.52,13201.77,0.772,20,37.56,0.921,13.0,Sucursal,280,Call,0,3,0,0,Medio,Lima,Upgrade,0
33,17547.19,19,Tecnico,Casado,Masivo,20922.08,5056.02,0.242,34,302.71,0.799,16.0,App,41,App,0,1,0,0,Medio,Arequipa,Cero Interés,0
38,11525.99,14,Secundaria,Divorciado,Preferente,12383.7,5932.06,0.479,55,149.97,0.843,8.0,App,17,SMS,0,2,1,0,Alto,Lima,Cero Interés,0
66,10176.11,23,Universitario,Casado,Masivo,18648.95,7279.42,0.39,30,111.75,0.719,1.0,App,132,App,0,1,0,0,Bajo,Arequipa,Cero Interés,0
58,30284.69,9,Tecnico,Casado,Masivo,15152.46,14348.56,0.947,54,234.77,0.976,8.0,App,96,App,0,0,0,1,Medio,Cusco,Millas,0
42,,19,Secundaria,Divorciado,Masivo,27954.3,19550.23,0.699,29,99.67,0.801,7.0,App,288,Email,0,0,0,0,Medio,Lima,Millas,0
70,8000.0,4,Universitario,Soltero,Masivo,16914.47,10725.27,0.634,39,99.44,0.421,11.0,Sucursal,121,Email,0,2,0,0,Medio,Lima,Cero Interés,0
42,43594.14,18,Tecnico,Casado,Masivo,6001.78,1094.69,0.182,52,50.62,0.823,6.0,App,333,Email,0,3,2,0,Bajo,Lima,Upgrade,0
51,12075.72,18,Secundaria,Soltero,Masivo,16771.23,3709.9,0.221,20,192.16,0.942,8.0,Web,9,SMS,0,1,0,0,Alto,Cusco,Cashback,0
34,15943.61,7,Universitario,Soltero,Masivo,8341.48,7409.09,0.888,25,313.81,0.864,10.0,Web,138,App,0,3,0,0,Medio,Lima,Cashback,0
30,40964.18,2,Universitario,Soltero,Masivo,20099.43,9126.85,0.454,56,349.05,0.632,4.0,App,86,SMS,0,1,0,0,Alto,Arequipa,Cero Interés,0
47,16799.91,24,Postgrado,Soltero,Masivo,20225.47,1283.9,0.063,25,487.35,0.918,9.0,Sucursal,40,Call,1,4,1,0,Medio,Lima,Cero Interés,0
51,16619.5,2,Universitario,Divorciado,Masivo,10736.51,5337.47,0.497,42,201.42,0.556,9.0,Sucursal,247,Email,1,3,0,0,Alto,Lima,Millas,1
64,9758.69,12,Universitario,Casado,Masivo,7735.17,4690.28,0.606,57,345.73,0.214,0.0,App,101,SMS,0,2,2,0,Medio,Trujillo,Millas,0
42,8000.0,1,Secundaria,Divorciado,Masivo,15929.36,4964.43,0.312,41,271.61,0.175,7.0,Sucursal,63,SMS,0,2,0,1,Bajo,Lima,Millas,0
69,16594.17,11,Tecnico,Casado,Masivo,8672.26,3754.46,0.433,44,268.11,0.699,0.0,Sucursal,353,SMS,0,1,0,0,Bajo,Lima,Cero Interés,0
53,,20,Secundaria,Casado,Masivo,9130.84,2725.49,0.298,67,294.85,0.351,14.0,Web,273,Email,0,2,0,0,Medio,Piura,Cashback,0
24,21010.19,13,Universitario,Soltero,Masivo,11457.56,5130.37,0.448,81,346.14,0.092,4.0,App,289,App,0,4,0,0,Bajo,Lima,Cero Interés,0
60,14176.9,6,Postgrado,Divorciado,Masivo,19370.18,18126.35,0.936,42,307.37,0.068,5.0,App,358,Email,0,1,0,1,Bajo,Lima,Upgrade,0
52,18217.34,10,Secundaria,Soltero,Masivo,4612.44,2136.75,0.463,32,202.5,0.128,11.0,Web,331,App,0,1,0,0,Bajo,Lima,Cashback,0
42,8000.0,3,Universitario,Casado,Masivo,9718.61,7539.92,0.776,54,320.15,0.773,0.0,Web,184,SMS,0,3,0,0,Medio,Lima,Cashback,0
46,22699.17,15,Universitario,Divorciado,Preferente,31791.16,5271.02,0.166,26,174.51,0.045,2.0,Sucursal,226,Call,1,1,0,0,Alto,Chiclayo,Cero Interés,0
37,19549.46,1,Secundaria,Casado,Preferente,28676.63,21820.33,0.761,63,320.47,0.772,14.0,Call,66,Email,0,1,0,1,Medio,Arequipa,Cashback,1
54,48379.45,9,Universitario,Casado,Masivo,23468.59,11871.09,0.506,30,263.95,0.004,7.0,Web,333,Email,0,1,0,0,Bajo,Cusco,Upgrade,0
51,18101.31,2,Universitario,Soltero,Masivo,15306.53,5815.64,0.38,32,25.77,0.076,0.0,Call,216,App,0,1,0,0,Bajo,Lima,Upgrade,0
45,11256.1,6,Tecnico,Casado,Masivo,20263.96,11525.7,0.569,21,233.39,0.872,4.0,Call,237,App,0,3,0,0,Medio,Lima,Upgrade,0
36,17582.13,2,Tecnico,Soltero,Masivo,12307.0,4499.66,0.366,24,361.81,0.826,1.0,Web,125,App,0,1,2,1,Medio,Chiclayo,Cashback,0
42,15307.53,23,Secundaria,Soltero,Preferente,1000.0,778.75,0.779,61,234.82,0.584,4.0,Web,175,SMS,0,0,0,0,Bajo,Lima,Cero Interés,0
47,,19,Secundaria,Soltero,Preferente,11008.51,8369.06,0.76,46,277.48,0.226,6.0,Call,11,Email,0,3,0,0,Medio,Trujillo,Cero Interés,0
46,18277.86,23,Universitario,Casado,Masivo,11682.14,3002.03,0.257,39,192.56,0.047,16.0,App,195,SMS,0,1,0,0,Medio,Lima,Millas,0
37,9604.88,17,Universitario,Divorciado,Preferente,15197.6,6669.04,0.439,76,217.12,0.386,2.0,App,185,Email,0,6,0,0,Medio,Cusco,Millas,1
52,8000.0,12,Universitario,Casado,Preferente,18380.81,3209.36,0.175,42,363.83,0.784,0.0,Web,294,SMS,0,1,0,0,Bajo,Lima,Upgrade,0
33,20567.23,5,Universitario,Casado,Premium,26556.49,1461.17,0.055,39,198.29,0.544,6.0,Sucursal,224,App,0,5,0,1,Bajo,Cusco,Cashback,1
48,36010.19,24,Universitario,Casado,Masivo,15222.46,4823.02,0.317,19,111.89,0.816,8.0,Call,353,Email,0,2,1,1,Medio,Lima,Cero Interés,0
27,18763.6,23,Secundaria,Soltero,Preferente,7975.35,4422.69,0.555,25,10.0,0.677,6.0,App,35,SMS,0,3,0,0,Alto,Lima,Cero Interés,1
46,27082.65,10,Universitario,Casado,Masivo,13628.51,9994.88,0.733,23,158.61,0.899,7.0,App,20,App,0,0,0,0,Bajo,Lima,Upgrade,1
63,29923.65,6,Universitario,Soltero,Masivo,19508.74,17653.62,0.905,27,118.15,0.761,16.0,Sucursal,143,Call,0,1,0,0,Bajo,Cusco,Cashback,1
65,20607.2,10,Tecnico,Casado,Masivo,14214.48,6120.45,0.431,31,71.66,0.176,2.0,App,5,SMS,0,2,0,0,Bajo,Arequipa,Millas,0
58,12001.11,10,Tecnico,Divorciado,Masivo,9375.36,497.7,0.053,34,121.18,0.22,6.0,Web,207,Email,0,4,0,0,Bajo,Lima,Millas,0
61,19883.67,23,Universitario,Soltero,Masivo,18672.01,11855.55,0.635,52,131.14,0.297,15.0,App,21,Call,1,3,0,1,Bajo,Lima,Millas,0
24,32976.04,2,Postgrado,Soltero,Masivo,7000.41,1652.43,0.236,39,123.05,0.266,16.0,Web,122,SMS,1,5,0,0,Bajo,Lima,Cero Interés,0
39,23504.46,16,Postgrado,Soltero,Preferente,8849.99,5030.62,0.568,72,415.98,0.134,9.0,App,252,Email,0,1,0,0,Alto,Trujillo,Cashback,1
56,26215.93,19,Tecnico,Casado,Masivo,17912.65,8180.46,0.457,51,51.99,0.794,,Sucursal,270,Call,0,1,0,0,Bajo,Arequipa,Millas,0
64,14310.19,19,Universitario,Soltero,Preferente,9503.52,2854.48,0.3,27,319.32,0.299,11.0,App,193,Email,0,3,0,0,Bajo,Cusco,Cero Interés,0
52,16298.41,5,Tecnico,Casado,Masivo,12532.15,3996.5,0.319,48,314.24,0.506,12.0,App,7,SMS,0,2,1,3,Medio,Lima,Cero Interés,0
67,16994.35,10,Universitario,Soltero,Masivo,15111.34,5409.6,0.358,42,323.79,0.945,9.0,Call,301,App,0,0,0,2,Medio,Lima,Cero Interés,1
35,17576.73,9,Universitario,Casado,Masivo,14706.57,3046.66,0.207,65,244.27,0.296,5.0,Web,173,Email,1,4,0,1,Alto,Chiclayo,Millas,0
29,32337.38,10,Postgrado,Casado,Preferente,8226.25,5636.27,0.685,54,401.86,0.605,4.0,Call,151,Email,1,1,0,0,Bajo,Lima,Cashback,1
25,8000.0,3,Postgrado,Soltero,Masivo,17302.17,7009.2,0.405,41,250.07,0.511,12.0,App,346,App,0,2,0,0,Bajo,Lima,Cero Interés,1
52,18311.22,2,Tecnico,Casado,Premium,8577.11,5972.24,0.696,71,224.68,0.896,10.0,Web,113,Email,0,1,0,0,Bajo,Chiclayo,Millas,0
56,17331.0,1,Postgrado,Soltero,Masivo,26554.52,15245.57,0.574,50,389.94,0.949,13.0,App,304,SMS,0,0,0,0,Bajo,Arequipa,Cashback,1
36,9083.81,24,Universitario,Soltero,Preferente,12190.23,3101.05,0.254,50,229.15,0.985,6.0,App,345,App,0,2,0,0,Bajo,Piura,Cashback,0
63,25232.39,11,Secundaria,Casado,Masivo,19255.26,6530.03,0.339,67,59.1,0.236,10.0,App,304,SMS,1,0,1,0,Bajo,Lima,Cashback,1
60,,6,Secundaria,Soltero,Preferente,20132.01,17747.43,0.882,55,310.12,0.933,2.0,App,306,Email,0,3,0,0,Bajo,Lima,Cero Interés,0
40,15085.42,20,Universitario,Viudo,Preferente,12515.89,5376.49,0.43,43,380.18,0.849,15.0,Web,47,Call,0,5,0,0,Bajo,Piura,Millas,1
33,45451.04,12,Secundaria,Casado,Preferente,8230.42,1250.2,0.152,38,285.15,0.508,16.0,,65,SMS,0,3,0,0,Bajo,Lima,Cero Interés,0
61,29881.26,9,Secundaria,Divorciado,Masivo,20107.62,12645.21,0.629,3,206.55,0.598,7.0,Sucursal,48,Email,0,3,0,0,Bajo,Cusco,Cashback,0
57,24034.45,3,Universitario,Soltero,Masivo,5041.82,1805.1,0.358,6,281.36,0.01,0.0,Web,357,SMS,1,2,0,0,Medio,Lima,Upgrade,0
30,21815.77,10,Secundaria,Casado,Masivo,6111.49,2866.89,0.469,37,331.95,0.874,14.0,,262,App,1,3,0,0,Bajo,Lima,Cero Interés,1
34,16608.34,16,Tecnico,Casado,Premium,19248.88,4538.81,0.236,30,126.11,0.236,18.0,Sucursal,278,App,0,1,0,0,Bajo,Lima,Upgrade,1
47,49005.54,15,Universitario,Soltero,Masivo,13594.53,835.85,0.061,40,10.0,0.509,6.0,Call,275,SMS,0,1,0,0,Bajo,Lima,Millas,0
48,26932.36,10,Secundaria,Casado,Masivo,10051.76,5791.8,0.576,58,233.55,0.676,6.0,Call,51,Email,0,2,0,0,Medio,Lima,Cashback,0
29,12397.19,15,Universitario,Casado,Masivo,11509.31,5073.13,0.441,26,374.49,0.804,6.0,Web,77,SMS,0,1,0,0,Medio,Lima,Millas,0
72,8954.83,19,Secundaria,Divorciado,Masivo,9431.54,3913.26,0.415,11,113.63,0.796,6.0,App,49,Call,1,4,0,0,Medio,Piura,Cashback,1
41,23942.71,23,Universitario,Divorciado,Premium,30268.01,26658.0,0.881,16,96.35,0.639,13.0,App,104,App,0,4,0,0,Bajo,Chiclayo,Millas,0
41,17536.95,13,Tecnico,Soltero,Preferente,22128.74,6308.17,0.285,22,274.29,0.31,10.0,Sucursal,355,SMS,0,7,0,0,Bajo,Lima,Millas,0
24,8826.65,6,Universitario,Casado,Masivo,9229.8,5332.5,0.578,19,222.13,0.842,2.0,Web,280,Email,1,1,0,0,Medio,Chiclayo,Millas,1
68,22343.55,4,Universitario,Divorciado,Preferente,12811.46,10174.63,0.794,40,166.89,0.293,6.0,App,25,App,0,1,1,0,Bajo,Arequipa,Upgrade,0
33,15764.04,4,Universitario,Casado,Premium,19177.71,8811.44,0.459,67,389.59,0.836,9.0,App,138,Email,0,1,0,0,Bajo,Lima,Millas,1
74,23513.56,1,Universitario,Soltero,Preferente,8169.36,5946.39,0.728,51,169.43,0.273,4.0,Web,199,Email,0,1,0,0,Medio,Piura,Cero Interés,0
47,22490.99,14,Tecnico,Soltero,Masivo,11088.93,6137.87,0.554,52,293.05,0.406,10.0,App,254,App,1,3,0,0,Bajo,Lima,Millas,1
68,13304.64,6,Secundaria,Soltero,Preferente,12913.17,4724.96,0.366,43,350.75,0.381,8.0,Web,88,Email,0,3,1,0,Bajo,Lima,Millas,0
30,24746.08,6,Universitario,Soltero,Preferente,8830.32,7650.19,0.866,17,225.07,0.695,13.0,Web,167,SMS,0,7,0,0,Bajo,Lima,Cashback,0
29,14059.41,18,Universitario,Divorciado,Preferente,22674.83,8822.78,0.389,80,351.02,0.652,11.0,Call,186,Email,0,3,0,0,Bajo,Cusco,Cashback,0
64,14524.02,8,Universitario,Viudo,Preferente,9999.48,4629.24,0.463,34,330.18,0.234,5.0,Sucursal,338,Email,0,3,0,0,Medio,Lima,Cero Interés,0
65,13819.89,20,Secundaria,Divorciado,Masivo,14184.95,8978.7,0.633,53,272.02,0.31,8.0,Web,190,Email,0,0,0,0,Bajo,Lima,Millas,1
50,31744.9,4,Universitario,Soltero,Masivo,15816.76,9241.05,0.584,0,205.04,0.737,4.0,Sucursal,276,SMS,0,3,0,1,Medio,Trujillo,Upgrade,0
22,15673.3,9,Tecnico,Casado,Masivo,26103.01,13345.01,0.511,38,421.77,0.075,18.0,Sucursal,197,SMS,0,1,0,0,Bajo,Lima,Cashback,0
71,35818.56,2,Universitario,Casado,Masivo,14395.91,9660.46,0.671,36,358.87,0.902,11.0,App,235,Email,0,3,3,0,Medio,Lima,Cashback,1
42,43991.09,13,Universitario,Casado,Preferente,29958.68,20203.4,0.674,35,338.64,0.884,1.0,App,88,Email,0,2,0,2,Medio,Arequipa,Upgrade,0
71,12464.51,3,Tecnico,Casado,Premium,12461.15,6561.43,0.527,14,256.91,0.018,6.0,Sucursal,7,App,1,3,0,0,Alto,Arequipa,Cero Interés,0
68,8000.0,6,Universitario,Divorciado,Masivo,13454.49,6794.7,0.505,43,185.28,0.767,0.0,App,168,Email,0,3,0,0,Medio,Trujillo,Cashback,1
66,30401.73,18,Tecnico,Casado,Masivo,21558.77,4273.37,0.198,61,17.83,0.004,5.0,App,338,Email,0,3,0,0,Alto,Lima,Cashback,0
58,15199.44,22,Universitario,Casado,Preferente,28440.54,19618.65,0.69,77,312.86,0.307,8.0,App,232,Email,0,4,0,0,Bajo,Lima,Cashback,0
57,11694.88,14,Universitario,Soltero,Masivo,13148.49,12385.73,0.942,69,210.02,0.266,12.0,Web,207,SMS,0,1,0,0,Bajo,Lima,Cero Interés,0
49,13435.3,24,Tecnico,Soltero,Masivo,23653.11,7373.67,0.312,62,276.56,0.789,13.0,Web,34,Email,0,1,0,1,Bajo,Lima,Cashback,0
22,14655.82,19,Tecnico,Casado,Preferente,20931.93,4819.12,0.23,70,546.06,0.143,1.0,App,57,App,0,5,0,0,Alto,Lima,Upgrade,1
41,34495.93,19,Universitario,Casado,Masivo,9674.56,8663.94,0.896,72,400.08,0.296,8.0,Call,174,Email,0,2,0,0,Medio,Lima,Cashback,0
60,19534.86,24,Universitario,Divorciado,Preferente,14873.32,6243.68,0.42,23,303.71,0.731,9.0,App,222,App,0,3,0,1,Medio,Cusco,Millas,1
64,34262.25,3,Secundaria,Soltero,Preferente,14715.25,9903.9,0.673,44,237.9,0.031,8.0,Call,128,SMS,1,0,1,0,Bajo,Lima,Millas,0
51,23088.96,6,Tecnico,Soltero,Preferente,7779.36,3687.16,0.474,17,343.69,0.278,0.0,App,269,Email,0,2,0,0,Bajo,Trujillo,Millas,0
59,15450.31,11,Tecnico,Divorciado,Masivo,16149.27,8985.24,0.556,49,358.64,0.999,3.0,App,3,Email,0,3,0,0,Bajo,Piura,Cashback,1
22,14836.14,15,Universitario,Casado,Masivo,15560.08,5454.27,0.351,35,203.52,0.856,7.0,Call,345,Email,0,0,0,0,Medio,Arequipa,Millas,0
46,23880.19,24,Secundaria,Casado,Masivo,17623.12,13104.46,0.744,37,218.6,0.654,11.0,Web,66,SMS,1,2,0,0,Bajo,Chiclayo,Upgrade,0
48,27179.35,3,Universitario,Divorciado,Masivo,15488.86,7800.29,0.504,35,278.16,0.431,3.0,Call,114,App,0,2,0,0,Bajo,Lima,Cashback,1
69,29684.98,6,Universitario,Casado,Masivo,10329.13,4997.47,0.484,0,159.2,0.741,5.0,App,102,Email,0,2,0,0,Bajo,Piura,Cero Interés,1
37,15823.17,8,Universitario,Casado,Preferente,32123.13,17821.32,0.555,5,167.61,0.415,6.0,Web,128,Email,0,0,0,0,Medio,Lima,Cashback,1
33,19684.82,17,Postgrado,Soltero,Masivo,16518.71,14763.61,0.894,55,114.7,0.073,0.0,App,298,SMS,0,2,0,0,Alto,Lima,Cashback,0
40,24149.53,23,Tecnico,Casado,Preferente,24099.3,18953.78,0.786,27,459.04,0.504,6.0,Sucursal,272,App,1,2,0,0,Bajo,Chiclayo,Cashback,1
30,14883.63,23,Universitario,Casado,Preferente,18066.48,1877.31,0.104,58,88.18,0.651,9.0,Call,91,App,0,1,1,0,Bajo,Chiclayo,Upgrade,0
51,10224.38,18,Universitario,Casado,Masivo,25548.89,9535.48,0.373,37,92.56,0.578,3.0,Sucursal,343,App,0,1,0,0,Medio,Lima,Cashback,0
55,12050.54,19,Universitario,Casado,Masivo,9567.82,1804.93,0.189,11,10.0,0.519,5.0,Web,80,App,0,2,0,0,Medio,Lima,Upgrade,0
64,15986.22,10,Universitario,Soltero,Masivo,14377.61,12519.31,0.871,14,324.22,0.982,5.0,Call,356,SMS,0,3,0,0,Bajo,Lima,Upgrade,0
73,25112.06,15,Secundaria,Soltero,Preferente,11863.51,3222.36,0.272,27,136.35,0.004,11.0,App,111,Email,0,0,0,0,Medio,Cusco,Cero Interés,1
24,33843.04,5,Postgrado,Casado,Masivo,10996.24,8136.87,0.74,23,340.9,0.393,0.0,App,200,Email,0,5,1,1,Medio,Lima,Cashback,0
34,9154.28,13,Secundaria,Casado,Masivo,16872.6,10176.61,0.603,38,244.14,0.152,5.0,Web,241,Email,0,0,0,0,Medio,Lima,Millas,0
37,13377.47,8,Postgrado,Soltero,Preferente,13276.49,9828.69,0.74,44,402.71,0.383,15.0,Call,105,Email,0,2,2,0,Bajo,Arequipa,Cashback,0
34,15079.16,23,Tecnico,Divorciado,Masivo,5009.91,3268.33,0.652,46,147.97,0.354,13.0,Call,151,Email,0,2,0,0,Bajo,Chiclayo,Upgrade,0
65,26832.22,9,Tecnico,Soltero,Masivo,12880.92,3977.67,0.309,44,257.06,0.046,13.0,Sucursal,70,SMS,0,1,0,0,Bajo,Lima,Cashback,0
28,13848.67,10,Postgrado,Casado,Masivo,12298.01,6129.95,0.498,55,383.35,0.142,14.0,Web,262,Call,0,2,0,0,Bajo,Lima,Cashback,0
22,14546.91,10,Universitario,Casado,Masivo,21165.16,4342.26,0.205,58,395.79,0.767,3.0,App,3,SMS,0,4,0,0,Alto,Lima,Cero Interés,0
67,8901.75,22,Universitario,Casado,Preferente,4871.52,1258.59,0.258,23,380.36,0.405,14.0,App,278,Email,0,4,1,0,Bajo,Trujillo,Cero Interés,1
72,22964.47,23,Tecnico,Soltero,Preferente,11409.72,1846.55,0.162,6,316.52,0.91,0.0,App,316,SMS,1,3,0,0,Bajo,Lima,Cashback,1
33,16635.6,11,Tecnico,Soltero,Masivo,9747.26,8172.68,0.838,27,246.93,0.996,5.0,Web,55,SMS,0,4,0,1,Medio,Piura,Cashback,0
38,13003.55,24,Secundaria,Soltero,Preferente,20214.71,6207.95,0.307,41,320.1,0.883,11.0,,351,App,0,2,0,1,Bajo,Lima,Cashback,0
48,15839.2,19,Universitario,Soltero,Masivo,11181.82,1882.25,0.168,30,92.85,0.648,8.0,Web,43,Call,0,1,0,1,Bajo,Lima,Millas,0
49,31681.8,21,Tecnico,Soltero,Masivo,22322.43,5957.27,0.267,51,204.71,0.558,9.0,Web,277,App,1,0,0,0,Medio,Lima,Cashback,0
74,10911.33,22,Secundaria,Casado,Preferente,14670.43,4208.16,0.287,16,419.25,0.737,3.0,Web,192,App,0,2,0,0,Medio,Lima,Cero Interés,1
42,11839.19,8,Tecnico,Casado,Masivo,18428.42,3000.02,0.163,68,360.72,0.008,0.0,Web,285,Email,1,2,0,0,Medio,Chiclayo,Upgrade,0
21,33729.44,14,Postgrado,Soltero,Preferente,22739.92,15412.5,0.678,54,103.62,0.117,9.0,Call,335,Email,0,2,0,0,Medio,Lima,Millas,0
43,18730.11,7,Universitario,Casado,Masivo,6585.04,4278.88,0.65,33,292.24,0.042,13.0,Web,229,App,0,0,0,0,Bajo,Lima,Millas,0
51,25207.0,8,Tecnico,Soltero,Masivo,13269.76,7701.12,0.58,26,141.78,0.812,8.0,Sucursal,101,App,0,2,0,1,Medio,Trujillo,Cashback,0
48,22045.77,12,Postgrado,Divorciado,Masivo,17947.69,14937.79,0.832,37,215.84,0.15,9.0,Web,323,Email,0,3,1,0,Medio,Lima,Cero Interés,0
48,17717.94,2,Tecnico,Casado,Preferente,16385.18,1614.81,0.099,60,427.8,0.919,9.0,App,263,App,0,0,0,0,Medio,Cusco,Millas,0
70,15151.43,6,Tecnico,Casado,Masivo,5921.03,3530.69,0.596,32,31.65,0.601,3.0,Call,125,SMS,0,0,0,0,Medio,Chiclayo,Cero Interés,0
64,27331.06,20,Tecnico,Soltero,Preferente,19875.6,11511.98,0.579,29,96.69,0.996,7.0,,314,App,0,3,0,0,Medio,Cusco,Cero Interés,0
34,32246.61,4,Universitario,Casado,Masivo,15334.06,10661.1,0.695,39,268.14,0.724,2.0,Web,188,SMS,0,0,0,0,Alto,Cusco,Millas,1
40,31010.9,15,Tecnico,Casado,Masivo,15897.59,5453.2,0.343,17,306.36,0.087,13.0,App,116,Email,0,2,0,0,Bajo,Lima,Millas,0
57,9969.29,19,Secundaria,Divorciado,Preferente,13450.52,5828.49,0.433,59,213.86,0.488,0.0,Call,45,App,0,1,1,0,Medio,Lima,Millas,0
43,34629.3,7,Postgrado,Soltero,Masivo,1000.0,354.95,0.355,51,389.03,0.172,6.0,Web,331,SMS,0,3,1,0,Bajo,Lima,Cashback,1
44,15078.61,11,Universitario,Casado,Masivo,18818.2,7551.89,0.401,56,222.55,0.08,16.0,App,275,Call,0,2,1,0,Bajo,Lima,Cashback,0
